id,title,category,nutrition,ayurveda,notes,content
dry-great-northern-beans-(सूखे-ग्रेट-नॉर्दर्न-बीन्स),Dry Great Northern Beans (सूखे ग्रेट नॉर्दर्न बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '345.0', 'protein': '21.0', 'carbs': '62.0', 'fats': '1.3'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↑'}",Mild flavor; rich in minerals.,"Dry Great Northern Beans (सूखे ग्रेट नॉर्दर्न बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 345.0
- Protein: 21.0
- Carbohydrates: 62.0
- Fats: 1.3

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↑ Pitta↓ Kapha↑

Notes: Mild flavor; rich in minerals."
boiled-great-northern-beans-(उबले-ग्रेट-नॉर्दर्न-बीन्स),Boiled Great Northern Beans (उबले ग्रेट नॉर्दर्न बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '136.0', 'protein': '8.3', 'carbs': '23.0', 'fats': '0.4'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Light (लघु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↑'}",Light and filling.,"Boiled Great Northern Beans (उबले ग्रेट नॉर्दर्न बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 136.0
- Protein: 8.3
- Carbohydrates: 23.0
- Fats: 0.4

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↓ Pitta↓ Kapha↑

Notes: Light and filling."
dry-roman-beans-(सूखे-रोमन-बीन्स),Dry Roman Beans (सूखे रोमन बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '336.0', 'protein': '21.5', 'carbs': '61.0', 'fats': '1.0'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Common in European cuisine.,"Dry Roman Beans (सूखे रोमन बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 336.0
- Protein: 21.5
- Carbohydrates: 61.0
- Fats: 1.0

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Common in European cuisine."
boiled-roman-beans-(उबले-रोमन-बीन्स),Boiled Roman Beans (उबले रोमन बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '135.0', 'protein': '7.9', 'carbs': '22.5', 'fats': '0.3'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Light (लघु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Gentle on the stomach.,"Boiled Roman Beans (उबले रोमन बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 135.0
- Protein: 7.9
- Carbohydrates: 22.5
- Fats: 0.3

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Gentle on the stomach."
dry-red-gram-flour-(अरहर-आटा),Dry Red Gram Flour (अरहर आटा),"Cereals,Pulses,Lentils & Legumes","{'calories': '345.0', 'protein': '22.0', 'carbs': '58.0', 'fats': '1.5'}","{'rasa': 'Sweet Astringent (मधुर कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Light (लघु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↑ Pitta↑ Kapha↓'}",Used for protein-rich dishes.,"Dry Red Gram Flour (अरहर आटा) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 345.0
- Protein: 22.0
- Carbohydrates: 58.0
- Fats: 1.5

Ayurvedic Properties:
- Rasa (Taste): Sweet Astringent (मधुर कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↑ Pitta↑ Kapha↓

Notes: Used for protein-rich dishes."
roasted-gram-flour-(भुना-चना-आटा),Roasted Gram Flour (भुना चना आटा),"Cereals,Pulses,Lentils & Legumes","{'calories': '385.0', 'protein': '21.0', 'carbs': '57.0', 'fats': '6.0'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Dry (रुक्ष)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↑ Kapha↓'}",Light and aromatic.,"Roasted Gram Flour (भुना चना आटा) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 385.0
- Protein: 21.0
- Carbohydrates: 57.0
- Fats: 6.0

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Dry (रुक्ष)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↑ Kapha↓

Notes: Light and aromatic."
whole-brown-chana-(साबुत-भूरा-चना),Whole Brown Chana (साबुत भूरा चना),"Cereals,Pulses,Lentils & Legumes","{'calories': '360.0', 'protein': '20.0', 'carbs': '62.0', 'fats': '5.0'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Dry (रुक्ष)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↑ Kapha↓'}",Fiber-rich and nutritious.,"Whole Brown Chana (साबुत भूरा चना) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 360.0
- Protein: 20.0
- Carbohydrates: 62.0
- Fats: 5.0

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Dry (रुक्ष)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↑ Kapha↓

Notes: Fiber-rich and nutritious."
cooked-brown-chana-(पका-भूरा-चना),Cooked Brown Chana (पका भूरा चना),"Cereals,Pulses,Lentils & Legumes","{'calories': '165.0', 'protein': '9.0', 'carbs': '27.0', 'fats': '2.4'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Light (लघु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Popular in Indian diets.,"Cooked Brown Chana (पका भूरा चना) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 165.0
- Protein: 9.0
- Carbohydrates: 27.0
- Fats: 2.4

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Popular in Indian diets."
dry-lentil-flour-(मसूर-आटा),Dry Lentil Flour (मसूर आटा),"Cereals,Pulses,Lentils & Legumes","{'calories': '355.0', 'protein': '27.0', 'carbs': '59.0', 'fats': '1.5'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Dry (रुक्ष)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Used in baked items.,"Dry Lentil Flour (मसूर आटा) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 355.0
- Protein: 27.0
- Carbohydrates: 59.0
- Fats: 1.5

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Dry (रुक्ष)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Used in baked items."
cooked-lentil-flour-(पका-मसूर-आटा),Cooked Lentil Flour (पका मसूर आटा),"Cereals,Pulses,Lentils & Legumes","{'calories': '118.0', 'protein': '8.0', 'carbs': '20.0', 'fats': '0.5'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Light (लघु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Very easy digestion.,"Cooked Lentil Flour (पका मसूर आटा) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 118.0
- Protein: 8.0
- Carbohydrates: 20.0
- Fats: 0.5

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Very easy digestion."
dry-lima-beans-(सूखे-लीमा-बीन्स),Dry Lima Beans (सूखे लीमा बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '338.0', 'protein': '21.4', 'carbs': '63.4', 'fats': '0.7'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↑'}",Creamy texture.,"Dry Lima Beans (सूखे लीमा बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 338.0
- Protein: 21.4
- Carbohydrates: 63.4
- Fats: 0.7

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↑ Pitta↓ Kapha↑

Notes: Creamy texture."
boiled-lima-beans-(उबले-लीमा-बीन्स),Boiled Lima Beans (उबले लीमा बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '115.0', 'protein': '7.8', 'carbs': '20.0', 'fats': '0.3'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Light (लघु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↑'}",Great for soups.,"Boiled Lima Beans (उबले लीमा बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 115.0
- Protein: 7.8
- Carbohydrates: 20.0
- Fats: 0.3

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↓ Pitta↓ Kapha↑

Notes: Great for soups."
dry-turtle-beans-(सूखे-टर्टल-बीन्स),Dry Turtle Beans (सूखे टर्टल बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '344.0', 'protein': '21.5', 'carbs': '62.0', 'fats': '1.2'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Dense protein food.,"Dry Turtle Beans (सूखे टर्टल बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 344.0
- Protein: 21.5
- Carbohydrates: 62.0
- Fats: 1.2

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Dense protein food."
boiled-turtle-beans-(उबले-टर्टल-बीन्स),Boiled Turtle Beans (उबले टर्टल बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '132.0', 'protein': '8.5', 'carbs': '23.0', 'fats': '0.3'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Light (लघु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Highly digestible.,"Boiled Turtle Beans (उबले टर्टल बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 132.0
- Protein: 8.5
- Carbohydrates: 23.0
- Fats: 0.3

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Highly digestible."
dry-cranberry-peas-(सूखे-क्रैनबेरी-मटर),Dry Cranberry Peas (सूखे क्रैनबेरी मटर),"Cereals,Pulses,Lentils & Legumes","{'calories': '345.0', 'protein': '23.0', 'carbs': '61.0', 'fats': '1.0'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",High iron content.,"Dry Cranberry Peas (सूखे क्रैनबेरी मटर) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 345.0
- Protein: 23.0
- Carbohydrates: 61.0
- Fats: 1.0

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: High iron content."
boiled-cranberry-peas-(उबले-क्रैनबेरी-मटर),Boiled Cranberry Peas (उबले क्रैनबेरी मटर),"Cereals,Pulses,Lentils & Legumes","{'calories': '138.0', 'protein': '7.9', 'carbs': '23.5', 'fats': '0.4'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Light (लघु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↑'}",Very light and mild flavor.,"Boiled Cranberry Peas (उबले क्रैनबेरी मटर) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 138.0
- Protein: 7.9
- Carbohydrates: 23.5
- Fats: 0.4

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↓ Pitta↓ Kapha↑

Notes: Very light and mild flavor."
dry-kidney-peas-(सूखे-किडनी-मटर),Dry Kidney Peas (सूखे किडनी मटर),"Cereals,Pulses,Lentils & Legumes","{'calories': '345.0', 'protein': '23.2', 'carbs': '62.0', 'fats': '1.1'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Energy-dense.,"Dry Kidney Peas (सूखे किडनी मटर) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 345.0
- Protein: 23.2
- Carbohydrates: 62.0
- Fats: 1.1

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Energy-dense."
boiled-kidney-peas-(उबले-किडनी-मटर),Boiled Kidney Peas (उबले किडनी मटर),"Cereals,Pulses,Lentils & Legumes","{'calories': '130.0', 'protein': '8.2', 'carbs': '22.0', 'fats': '0.4'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Light (लघु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}","Soft texture, good for digestion.","Boiled Kidney Peas (उबले किडनी मटर) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 130.0
- Protein: 8.2
- Carbohydrates: 22.0
- Fats: 0.4

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Soft texture, good for digestion."
dry-white-beans-(सूखी-सफेद-बीन्स),Dry White Beans (सूखी सफेद बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '336.0', 'protein': '22.0', 'carbs': '61.0', 'fats': '1.0'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↑'}",Rich in potassium.,"Dry White Beans (सूखी सफेद बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 336.0
- Protein: 22.0
- Carbohydrates: 61.0
- Fats: 1.0

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↑ Pitta↓ Kapha↑

Notes: Rich in potassium."
boiled-white-beans-(उबली-सफेद-बीन्स),Boiled White Beans (उबली सफेद बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '134.0', 'protein': '7.8', 'carbs': '23.5', 'fats': '0.5'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Light (लघु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↑'}",Soft and mild flavor.,"Boiled White Beans (उबली सफेद बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 134.0
- Protein: 7.8
- Carbohydrates: 23.5
- Fats: 0.5

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↓ Pitta↓ Kapha↑

Notes: Soft and mild flavor."
dry-flageolet-beans-(सूखे-फ्लाजोलेट-बीन्स),Dry Flageolet Beans (सूखे फ्लाजोलेट बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '337.0', 'protein': '22.5', 'carbs': '61.0', 'fats': '1.1'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Light green European bean.,"Dry Flageolet Beans (सूखे फ्लाजोलेट बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 337.0
- Protein: 22.5
- Carbohydrates: 61.0
- Fats: 1.1

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Light green European bean."
boiled-flageolet-beans-(उबले-फ्लाजोलेट-बीन्स),Boiled Flageolet Beans (उबले फ्लाजोलेट बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '131.0', 'protein': '8.0', 'carbs': '22.0', 'fats': '0.3'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Light (लघु)', 'vipaka': 'Pungent (कटु)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Soft and easy to cook.,"Boiled Flageolet Beans (उबले फ्लाजोलेट बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 131.0
- Protein: 8.0
- Carbohydrates: 22.0
- Fats: 0.3

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Pungent (कटु)
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Soft and easy to cook."
dry-red-soybeans-(सूखे-लाल-सोया),Dry Red Soybeans (सूखे लाल सोया),"Cereals,Pulses,Lentils & Legumes","{'calories': '450.0', 'protein': '36.0', 'carbs': '30.0', 'fats': '20.0'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↑'}",Richer than yellow soybean.,"Dry Red Soybeans (सूखे लाल सोया) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 450.0
- Protein: 36.0
- Carbohydrates: 30.0
- Fats: 20.0

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↑ Pitta↓ Kapha↑

Notes: Richer than yellow soybean."
boiled-red-soybeans-(उबले-लाल-सोया),Boiled Red Soybeans (उबले लाल सोया),"Cereals,Pulses,Lentils & Legumes","{'calories': '175.0', 'protein': '17.0', 'carbs': '11.0', 'fats': '8.5'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↑'}",Good for muscle building.,"Boiled Red Soybeans (उबले लाल सोया) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 175.0
- Protein: 17.0
- Carbohydrates: 11.0
- Fats: 8.5

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↑ Pitta↓ Kapha↑

Notes: Good for muscle building."
black-gram-flour-(काली-उड़द-आटा),Black Gram Flour (काली उड़द आटा),"Cereals,Pulses,Lentils & Legumes","{'calories': '357.0', 'protein': '25.0', 'carbs': '59.0', 'fats': '1.5'}","{'rasa': 'Sweet (मधुर)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↑ Pitta↑ Kapha↑'}",Used in dosas & papads.,"Black Gram Flour (काली उड़द आटा) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 357.0
- Protein: 25.0
- Carbohydrates: 59.0
- Fats: 1.5

Ayurvedic Properties:
- Rasa (Taste): Sweet (मधुर)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↑ Pitta↑ Kapha↑

Notes: Used in dosas & papads."
cooked-black-gram-flour-(पका-काली-उड़द-आटा),Cooked Black Gram Flour (पका काली उड़द आटा),"Cereals,Pulses,Lentils & Legumes","{'calories': '124.0', 'protein': '8.0', 'carbs': '21.0', 'fats': '0.5'}","{'rasa': 'Sweet (मधुर)', 'virya': 'Heating (उष्ण)', 'guna': 'Light (लघु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↓ Pitta↑ Kapha↓'}",Better digestibility.,"Cooked Black Gram Flour (पका काली उड़द आटा) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 124.0
- Protein: 8.0
- Carbohydrates: 21.0
- Fats: 0.5

Ayurvedic Properties:
- Rasa (Taste): Sweet (मधुर)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↓ Pitta↑ Kapha↓

Notes: Better digestibility."
dry-wax-beans-(सूखे-वैक्स-बीन्स),Dry Wax Beans (सूखे वैक्स बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '334.0', 'protein': '21.0', 'carbs': '61.5', 'fats': '0.8'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Heavy (गुरु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↑'}",High mineral content.,"Dry Wax Beans (सूखे वैक्स बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 334.0
- Protein: 21.0
- Carbohydrates: 61.5
- Fats: 0.8

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Heavy (गुरु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↑ Pitta↓ Kapha↑

Notes: High mineral content."
boiled-wax-beans-(उबले-वैक्स-बीन्स),Boiled Wax Beans (उबले वैक्स बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '126.0', 'protein': '7.5', 'carbs': '21.0', 'fats': '0.3'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Light (लघु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↑'}",Soft and gentle on digestion.,"Boiled Wax Beans (उबले वैक्स बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 126.0
- Protein: 7.5
- Carbohydrates: 21.0
- Fats: 0.3

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↓ Pitta↓ Kapha↑

Notes: Soft and gentle on digestion."
dry-yellow-peas-(सूखी-पीली-मटर),Dry Yellow Peas (सूखी पीली मटर),"Cereals,Pulses,Lentils & Legumes","{'calories': '348.0', 'protein': '22.8', 'carbs': '62.0', 'fats': '1.0'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Light (लघु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Good for soups.,"Dry Yellow Peas (सूखी पीली मटर) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 348.0
- Protein: 22.8
- Carbohydrates: 62.0
- Fats: 1.0

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Good for soups."
